"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","","..","","","2"
"2015-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","16.55","B","","","2"
"2015-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","18.75","B","","","2"
"2015-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","16.60","A","","","2"
"2016-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","19.70","B","","","2"
"2016-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","21.70","A","","","2"
"2016-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","24.65","D","","","2"
"2016-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","33.95","D","","","2"
"2017-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","19.05","C","","","2"
"2017-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","18.70","A","","","2"
"2017-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","21.35","B","","","2"
"2017-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","22.40","D","","","2"
"2018-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","17.65","B","","","2"
"2018-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","18.70","A","","","2"
"2018-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","20.60","B","","","2"
"2018-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","25.80","C","","","2"
"2019-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","24.55","C","","","2"
"2019-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","23.05","A","","","2"
"2019-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","19.10","A","","","2"
"2019-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","26.80","C","","","2"
"2020-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","24.40","B","","","2"
"2020-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","20.35","C","","","2"
"2021-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","27.50","B","","","2"
"2021-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","21.55","B","","","2"
"2021-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","24.25","B","","","2"
"2021-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","24.00","B","","","2"
"2022-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","21.40","B","","","2"
"2022-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","30.20","D","","","2"
"2022-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","30.75","B","","","2"
"2022-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","26.10","B","","","2"
"2023-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","27.95","B","","","2"
"2023-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","22.40","B","","","2"
"2023-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105392763","10.10.27.5","25.90","D","","","2"
"2015-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","","..","","","2"
"2015-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","18.60","B","","","2"
"2015-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","16.70","B","","","2"
"2015-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","20.50","B","","","2"
"2016-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","17.40","B","","","2"
"2016-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","20.95","C","","","2"
"2016-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","18.05","C","","","2"
"2016-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","16.80","A","","","2"
"2017-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","31.70","E","","","2"
"2017-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","14.30","B","","","2"
"2017-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","22.30","A","","","2"
"2017-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","21.65","B","","","2"
"2018-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","19.10","B","","","2"
"2018-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","17.65","B","","","2"
"2018-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","19.50","B","","","2"
"2018-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","20.45","C","","","2"
"2019-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","17.70","A","","","2"
"2019-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","19.70","B","","","2"
"2019-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","25.70","B","","","2"
"2019-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","23.60","B","","","2"
"2020-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","22.90","A","","","2"
"2020-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","22.40","B","","","2"
"2021-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","24.30","B","","","2"
"2021-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","23.50","B","","","2"
"2021-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","23.85","A","","","2"
"2021-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","25.55","B","","","2"
"2022-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","25.30","A","","","2"
"2022-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","26.90","B","","","2"
"2022-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","26.25","B","","","2"
"2022-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","28.65","A","","","2"
"2023-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","26.40","A","","","2"
"2023-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","25.95","B","","","2"
"2023-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105392766","10.10.28.5","26.95","A","","","2"
"2020-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840658","10.10.45.5","20.10","C","","","2"
"2020-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840658","10.10.45.5","21.80","D","","","2"
"2021-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840658","10.10.45.5","22.35","C","","","2"
"2021-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840658","10.10.45.5","19.55","B","","","2"
"2021-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840658","10.10.45.5","21.35","A","","","2"
"2021-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840658","10.10.45.5","21.25","B","","","2"
"2022-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840658","10.10.45.5","28.25","B","","","2"
"2022-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840658","10.10.45.5","24.65","B","","","2"
"2022-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840658","10.10.45.5","26.05","B","","","2"
"2022-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840658","10.10.45.5","28.65","B","","","2"
"2023-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840658","10.10.45.5","28.60","C","","","2"
"2023-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840658","10.10.45.5","22.45","B","","","2"
"2023-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840658","10.10.45.5","27.30","B","","","2"
"2020-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850346","10.10.46.5","23.05","A","","","2"
"2020-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850346","10.10.46.5","22.70","A","","","2"
"2021-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850346","10.10.46.5","24.50","B","","","2"
"2021-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850346","10.10.46.5","24.10","B","","","2"
"2021-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850346","10.10.46.5","24.85","A","","","2"
"2021-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850346","10.10.46.5","27.80","B","","","2"
"2022-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850346","10.10.46.5","24.20","A","","","2"
"2022-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850346","10.10.46.5","27.85","B","","","2"
"2022-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850346","10.10.46.5","26.25","B","","","2"
"2022-10","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850346","10.10.46.5","28.65","A","","","2"
"2023-01","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850346","10.10.46.5","26.10","A","","","2"
"2023-04","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850346","10.10.46.5","26.45","B","","","2"
"2023-07","Alberta","2016A000248","Natural resources, agriculture and related production occupations [8]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850346","10.10.46.5","26.80","B","","","2"
"2015-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","17.90","E","","","2"
"2015-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","19.75","A","","","2"
"2015-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","18.85","A","","","2"
"2015-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","19.95","A","","","2"
"2016-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","19.90","A","","","2"
"2016-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","19.15","A","","","2"
"2016-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","19.65","A","","","2"
"2016-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","20.60","A","","","2"
"2017-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","20.30","A","","","2"
"2017-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","19.55","A","","","2"
"2017-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","19.80","A","","","2"
"2017-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","21.90","A","","","2"
"2018-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","21.45","A","","","2"
"2018-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","22.20","A","","","2"
"2018-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","22.60","A","","","2"
"2018-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","20.70","A","","","2"
"2019-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","20.95","A","","","2"
"2019-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","20.95","A","","","2"
"2019-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","23.35","A","","","2"
"2019-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","24.40","B","","","2"
"2020-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","24.60","A","","","2"
"2020-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","20.00","A","","","2"
"2021-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","20.75","A","","","2"
"2021-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","20.45","A","","","2"
"2021-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","20.50","A","","","2"
"2021-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","21.25","A","","","2"
"2022-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","22.25","A","","","2"
"2022-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","22.40","A","","","2"
"2022-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","23.25","A","","","2"
"2022-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","22.70","A","","","2"
"2023-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","22.85","A","","","2"
"2023-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","22.85","A","","","2"
"2023-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105397899","10.11.23.5","23.60","A","","","2"
"2015-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","","..","","","2"
"2015-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","16.15","A","","","2"
"2015-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","19.55","B","","","2"
"2015-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","16.80","A","","","2"
"2016-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","21.10","A","","","2"
"2016-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","19.35","A","","","2"
"2016-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","21.20","B","","","2"
"2016-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","20.95","B","","","2"
"2017-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","20.55","A","","","2"
"2017-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","19.50","A","","","2"
"2017-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","20.40","B","","","2"
"2017-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","20.60","A","","","2"
"2018-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","20.10","A","","","2"
"2018-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","20.00","A","","","2"
"2018-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","21.75","A","","","2"
"2018-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","22.25","B","","","2"
"2019-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","20.80","A","","","2"
"2019-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","20.05","A","","","2"
"2019-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","19.95","A","","","2"
"2019-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","23.05","B","","","2"
"2020-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","23.70","B","","","2"
"2020-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","20.85","A","","","2"
"2021-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","20.90","A","","","2"
"2021-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","21.20","A","","","2"
"2021-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","18.70","A","","","2"
"2021-10","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","21.60","A","","","2"
"2022-01","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","22.95","A","","","2"
"2022-04","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","22.70","A","","","2"
"2022-07","Alberta","2016A000248","Occupations in manufacturing and utilities [9]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105397902","10.11.24.5","22.65","A","","","2"
